gene	ko	module	module_name	path	product_ids	product_names	substrate_ids	substrate_names
frdC; fumarate reductase subunit C	K00246	M00150	Fumarate reductase, prokaryotes	0,0	C00122,C15603	Fumarate,Hydroquinone	C00042,C15602	Succinate,Quinone
frdD; fumarate reductase subunit D	K00247	M00150	Fumarate reductase, prokaryotes	0,0	C00122,C15603	Fumarate,Hydroquinone	C00042,C15602	Succinate,Quinone
CYTB; ubiquinol-cytochrome c reductase cytochrome b subunit	K00412	M00151	Cytochrome bc1 complex respiratory unit	0,0				
CYC1; ubiquinol-cytochrome c reductase cytochrome c1 subunit	K00413	M00151	Cytochrome bc1 complex respiratory unit	0,0				
fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	K00410	M00151	Cytochrome bc1 complex respiratory unit	0,0				
UQCRFS1; ubiquinol-cytochrome c reductase iron-sulfur subunit	K00411	M00151	Cytochrome bc1 complex respiratory unit	0,0				
MQCRA; menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]	K03886	M00151	Cytochrome bc1 complex respiratory unit	0,1				
MQCRB; menaquinol-cytochrome c reductase cytochrome b subunit	K03887	M00151	Cytochrome bc1 complex respiratory unit	0,1				
MQCRC; menaquinol-cytochrome c reductase cytochrome b/c subunit	K03888	M00151	Cytochrome bc1 complex respiratory unit	0,1				
qcrA; ubiquinol-cytochrome c reductase iron-sulfur subunit	K03890	M00151	Cytochrome bc1 complex respiratory unit	0,2				
qcrB; ubiquinol-cytochrome c reductase cytochrome b subunit	K03891	M00151	Cytochrome bc1 complex respiratory unit	0,2				
qcrC; ubiquinol-cytochrome c reductase cytochrome c subunit	K03889	M00151	Cytochrome bc1 complex respiratory unit	0,2				
CYTB; ubiquinol-cytochrome c reductase cytochrome b subunit	K00412	M00152	Cytochrome bc1 complex	0,0				
CYC1; ubiquinol-cytochrome c reductase cytochrome c1 subunit	K00413	M00152	Cytochrome bc1 complex	0,0				
FBCH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	K00410	M00152	Cytochrome bc1 complex	0,0				
UQCRFS1; ubiquinol-cytochrome c reductase iron-sulfur subunit	K00411	M00152	Cytochrome bc1 complex	0,0				
QCR1; ubiquinol-cytochrome c reductase core subunit 1	K00414	M00152	Cytochrome bc1 complex	0,0				
QCR2; ubiquinol-cytochrome c reductase core subunit 2	K00415	M00152	Cytochrome bc1 complex	0,0				
QCR6; ubiquinol-cytochrome c reductase subunit 6	K00416	M00152	Cytochrome bc1 complex	0,0				
QCR7; ubiquinol-cytochrome c reductase subunit 7	K00417	M00152	Cytochrome bc1 complex	0,0				
QCR8; ubiquinol-cytochrome c reductase subunit 8	K00418	M00152	Cytochrome bc1 complex	0,0				
QCR9; ubiquinol-cytochrome c reductase subunit 9	K00419	M00152	Cytochrome bc1 complex	0,0				
QCR10; ubiquinol-cytochrome c reductase subunit 10	K00420	M00152	Cytochrome bc1 complex	0,0				
cytochrome bd ubiquinol oxidase subunit I [EC:1.10.3.14]	K00425	M00153	Cytochrome bd ubiquinol oxidase	0,0				
cytochrome bd ubiquinol oxidase subunit II [EC:1.10.3.14]	K00426	M00153	Cytochrome bd ubiquinol oxidase	0,0				
cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:1.10.3.14]	K00424	M00153	Cytochrome bd ubiquinol oxidase	0,0				
appX; cytochrome bd-II ubiquinol oxidase subunit AppX [EC:1.10.3.14]	K22501	M00153	Cytochrome bd ubiquinol oxidase	0,0				
COX10; protoheme IX farnesyltransferase [EC:2.5.1.-]	K02257	M00154	Cytochrome c oxidase	0,0				
COX3; cytochrome c oxidase subunit 3	K02262	M00154	Cytochrome c oxidase	0,0				
COX1; cytochrome c oxidase subunit 1 [EC:1.9.3.1]	K02256	M00154	Cytochrome c oxidase	0,0				
COX2; cytochrome c oxidase subunit 2	K02261	M00154	Cytochrome c oxidase	0,0				
COX4; cytochrome c oxidase subunit 4	K02263	M00154	Cytochrome c oxidase	0,0				
COX5A; cytochrome c oxidase subunit 5a	K02264	M00154	Cytochrome c oxidase	0,0				
COX5B; cytochrome c oxidase subunit 5b	K02265	M00154	Cytochrome c oxidase	0,0				
COX6A; cytochrome c oxidase subunit 6a	K02266	M00154	Cytochrome c oxidase	0,0				
COX6B; cytochrome c oxidase subunit 6b	K02267	M00154	Cytochrome c oxidase	0,0				
COX6C; cytochrome c oxidase subunit 6c	K02268	M00154	Cytochrome c oxidase	0,0				
COX7; cytochrome c oxidase subunit 7	K02269	M00154	Cytochrome c oxidase	0,0				
COX7A; cytochrome c oxidase subunit 7a	K02270	M00154	Cytochrome c oxidase	0,0				
COX7B; cytochrome c oxidase subunit 7b	K02271	M00154	Cytochrome c oxidase	0,0				
COX7C; cytochrome c oxidase subunit 7c	K02272	M00154	Cytochrome c oxidase	0,0				
COX8; cytochrome c oxidase subunit 8	K02273	M00154	Cytochrome c oxidase	0,0				
COX11; cytochrome c oxidase assembly protein subunit 11	K02258	M00154	Cytochrome c oxidase	0,0				
COX15; cytochrome c oxidase assembly protein subunit 15	K02259	M00154	Cytochrome c oxidase	0,0				
COX17; cytochrome c oxidase assembly protein subunit 17	K02260	M00154	Cytochrome c oxidase	0,0				
coxB; cytochrome c oxidase subunit II [EC:1.9.3.1]	K02275	M00155	Cytochrome c oxidase, prokaryotes	0,0				
coxA; cytochrome c oxidase subunit I [EC:1.9.3.1]	K02274	M00155	Cytochrome c oxidase, prokaryotes	0,0				
coxC; cytochrome c oxidase subunit III [EC:1.9.3.1]	K02276	M00155	Cytochrome c oxidase, prokaryotes	0,0				
coxAC; cytochrome c oxidase subunit I+III [EC:1.9.3.1]	K15408	M00155	Cytochrome c oxidase, prokaryotes	0,0				
coxD; cytochrome c oxidase subunit IV [EC:1.9.3.1]	K02277	M00155	Cytochrome c oxidase, prokaryotes	0,0				
ccoN; cb-type cytochrome c oxidase subunit I [EC:1.9.3.1]	K00404	M00156	Cytochrome c oxidase, cbb3-type	0,0				
ccoO; cb-type cytochrome c oxidase subunit II	K00405	M00156	Cytochrome c oxidase, cbb3-type	0,0				
ccoNO; cbb3-type cytochrome c oxidase subunit I/II	K15862	M00156	Cytochrome c oxidase, cbb3-type	0,0				
ccoQ; cb-type cytochrome c oxidase subunit IV	K00407	M00156	Cytochrome c oxidase, cbb3-type	0,0				
ccoP; cb-type cytochrome c oxidase subunit III	K00406	M00156	Cytochrome c oxidase, cbb3-type	0,0				
ATPF1A; F-type H+-transporting ATPase subunit alpha [EC:7.1.2.2]	K02111	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPF1B; F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]	K02112	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPF1D; F-type H+-transporting ATPase subunit delta	K02113	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPF1E; F-type H+-transporting ATPase subunit epsilon	K02114	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPF1G; F-type H+-transporting ATPase subunit gamma	K02115	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPF0A; F-type H+-transporting ATPase subunit a	K02108	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPF0B; F-type H+-transporting ATPase subunit b	K02109	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPF0C; F-type H+-transporting ATPase subunit c	K02110	M00157	F-type ATPase, prokaryotes and chloroplasts	0,0				
ATPeF1A; F-type H+-transporting ATPase subunit alpha	K02132	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF1B; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	K02133	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF1G; F-type H+-transporting ATPase subunit gamma	K02136	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF1D; F-type H+-transporting ATPase subunit delta	K02134	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF1E; F-type H+-transporting ATPase subunit epsilon	K02135	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF0O; F-type H+-transporting ATPase subunit O	K02137	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF0A; F-type H+-transporting ATPase subunit a	K02126	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF0B; F-type H+-transporting ATPase subunit b	K02127	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF0C; F-type H+-transporting ATPase subunit c	K02128	M00158	F-type ATPase, eukaryotes	0,0				
ATPeFD; F-type H+-transporting ATPase subunit d	K02138	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF0E; F-type H+-transporting ATPase subunit e	K02129	M00158	F-type ATPase, eukaryotes	0,0				
TIM11; F-type H+-transporting ATP synthase subunit e	K01549	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF0F; F-type H+-transporting ATPase subunit f	K02130	M00158	F-type ATPase, eukaryotes	0,0				
ATPeFF; F-type H+-transporting ATPase subunit f	K02139	M00158	F-type ATPase, eukaryotes	0,0				
ATPeFG; F-type H+-transporting ATPase subunit g	K02140	M00158	F-type ATPase, eukaryotes	0,0				
ATPeFH; F-type H+-transporting ATPase subunit h	K02141	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF0F6; F-type H+-transporting ATPase subunit 6	K02131	M00158	F-type ATPase, eukaryotes	0,0				
ATPeFJ; F-type H+-transporting ATPase subunit j	K02142	M00158	F-type ATPase, eukaryotes	0,0				
ATPeFK; F-type H+-transporting ATPase subunit k	K02143	M00158	F-type ATPase, eukaryotes	0,0				
ATPeF08; F-type H+-transporting ATPase subunit 8	K02125	M00158	F-type ATPase, eukaryotes	0,0				
ATPVA; V/A-type H+-transporting ATPase subunit A [EC:3.6.3.14]	K02117	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVB; V/A-type H+-transporting ATPase subunit B	K02118	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVC; V/A-type H+-transporting ATPase subunit C	K02119	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVD; V/A-type H+-transporting ATPase subunit D	K02120	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVE; V/A-type H+-transporting ATPase subunit E	K02121	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVF; V/A-type H+-transporting ATPase subunit F	K02122	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVG; V/A-type H+-transporting ATPase subunit G/H	K02107	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVI; V/A-type H+-transporting ATPase subunit I	K02123	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPVK; V/A-type H+-transporting ATPase subunit K	K02124	M00159	V/A-type ATPase, prokaryotes	0,0				
ATPeV1A; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	K02145	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV1B; V-type H+-transporting ATPase subunit B	K02147	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV1C; V-type H+-transporting ATPase subunit C	K02148	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV1D; V-type H+-transporting ATPase subunit D	K02149	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV1E; V-type H+-transporting ATPase subunit E	K02150	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV1F; V-type H+-transporting ATPase subunit F	K02151	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV1G; V-type H+-transporting ATPase subunit G	K02152	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV1H; V-type H+-transporting ATPase subunit H	K02144	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV0A; V-type H+-transporting ATPase subunit a	K02154	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV0B; V-type H+-transporting ATPase 21kDa proteolipid subunit	K03661	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV0C; V-type H+-transporting ATPase 16kDa proteolipid subunit	K02155	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV0D; V-type H+-transporting ATPase subunit d	K02146	M00160	V-type ATPase, eukaryotes	0,0				
ATPeV0E; V-type H+-transporting ATPase subunit e	K02153	M00160	V-type ATPase, eukaryotes	0,0				
ATPeVS1; V-type H+-transporting ATPase S1 subunit	K03662	M00160	V-type ATPase, eukaryotes	0,0				
psbA; photosystem II reaction center D1 protein [EC:1.10.3.9]	K02703	M00161	Photosystem II	0,0				
psbD; photosystem II reaction center D2 protein [EC:1.10.3.9]	K02706	M00161	Photosystem II	0,0				
psbC; photosystem II CP43 chlorophyll apoprotein	K02705	M00161	Photosystem II	0,0				
psbB; photosystem II CP47 chlorophyll apoprotein	K02704	M00161	Photosystem II	0,0				
psbE; photosystem II cytochrome b559 subunit alpha	K02707	M00161	Photosystem II	0,0				
psbF; photosystem II cytochrome b559 subunit beta	K02708	M00161	Photosystem II	0,0				
cytochrome b6	K02635	M00162	Cytochrome b6f complex	0,0				
cytochrome b6-f complex subunit 4	K02637	M00162	Cytochrome b6f complex	0,0				
apocytochrome f	K02634	M00162	Cytochrome b6f complex	0,0				
cytochrome b6-f complex iron-sulfur subunit	K02636	M00162	Cytochrome b6f complex	0,0				
cytochrome b6-f complex subunit 6	K02642	M00162	Cytochrome b6f complex	0,0				
cytochrome b6-f complex subunit 7	K02643	M00162	Cytochrome b6f complex	0,0				
cytochrome b6-f complex subunit 8	K03689	M00162	Cytochrome b6f complex	0,0				
cytochrome b6-f complex subunit 5	K02640	M00162	Cytochrome b6f complex	0,0				
psaA; photosystem I P700 chlorophyll a apoprotein A1	K02689	M00163	Photosystem I	0,0				
psaB; photosystem I P700 chlorophyll a apoprotein A2	K02690	M00163	Photosystem I	0,0				
psaC; photosystem I subunit VII	K02691	M00163	Photosystem I	0,0				
psaD; photosystem I subunit II	K02692	M00163	Photosystem I	0,0				
psaE; photosystem I subunit IV	K02693	M00163	Photosystem I	0,0				
psaF; photosystem I subunit III	K02694	M00163	Photosystem I	0,0				
phosphoribulokinase [EC:2.7.1.19] [RN:R01523]	K00855	M00165	Reductive pentose phosphate cycle (Calvin cycle)	0,0	C01182	D-Ribulose 1,5-bisphosphate	C00199	D-Ribulose 5-phosphate
ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	K01601	M00165	Reductive pentose phosphate cycle (Calvin cycle)	1,0	C00197	3-Phospho-D-glycerate	C01182,C00011	D-Ribulose 1,5-bisphosphate,CO2
ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	K01602	M00165	Reductive pentose phosphate cycle (Calvin cycle)	1,0	C00197	3-Phospho-D-glycerate	C01182,C00011	D-Ribulose 1,5-bisphosphate,CO2
phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	K00927	M00165	Reductive pentose phosphate cycle (Calvin cycle)	2,0	C00236	3-Phospho-D-glyceroyl phosphate	C00197	3-Phospho-D-glycerate
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	K05298	M00165	Reductive pentose phosphate cycle (Calvin cycle)	3,0	C00118	D-Glyceraldehyde 3-phosphate	C00236	3-Phospho-D-glyceroyl phosphate
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	K00150	M00165	Reductive pentose phosphate cycle (Calvin cycle)	3,1	C00118	D-Glyceraldehyde 3-phosphate	C00236	3-Phospho-D-glyceroyl phosphate
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	K00134	M00165	Reductive pentose phosphate cycle (Calvin cycle)	3,2	C00118	D-Glyceraldehyde 3-phosphate	C00236	3-Phospho-D-glyceroyl phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01623	M00165	Reductive pentose phosphate cycle (Calvin cycle)	4,0	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01624	M00165	Reductive pentose phosphate cycle (Calvin cycle)	4,1	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K03841	M00165	Reductive pentose phosphate cycle (Calvin cycle)	5,0	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K02446	M00165	Reductive pentose phosphate cycle (Calvin cycle)	5,1	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K11532	M00165	Reductive pentose phosphate cycle (Calvin cycle)	5,2	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K01086	M00165	Reductive pentose phosphate cycle (Calvin cycle)	5,3	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K04041	M00165	Reductive pentose phosphate cycle (Calvin cycle)	5,4	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
transketolase [EC:2.2.1.1] [RN:R01067 R01641]	K00615	M00165	Reductive pentose phosphate cycle (Calvin cycle)	6,0	C00117	D-Ribose 5-phosphate	C05382	Sedoheptulose 7-phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01623	M00165	Reductive pentose phosphate cycle (Calvin cycle)	7,0	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01624	M00165	Reductive pentose phosphate cycle (Calvin cycle)	7,1	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
sedoheptulose-bisphosphatase [EC:3.1.3.37] [RN:R01845]	K01100	M00165	Reductive pentose phosphate cycle (Calvin cycle)	8,0	C05382	Sedoheptulose 7-phosphate	C00447	Sedoheptulose 1,7-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K11532	M00165	Reductive pentose phosphate cycle (Calvin cycle)	8,1	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K01086	M00165	Reductive pentose phosphate cycle (Calvin cycle)	8,2	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
transketolase [EC:2.2.1.1] [RN:R01067 R01641]	K00615	M00165	Reductive pentose phosphate cycle (Calvin cycle)	9,0	C00117	D-Ribose 5-phosphate	C05382	Sedoheptulose 7-phosphate
ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	K01807	M00165	Reductive pentose phosphate cycle (Calvin cycle)	10,0	C00199	D-Ribulose 5-phosphate	C00117	D-Ribose 5-phosphate
ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	K01808	M00165	Reductive pentose phosphate cycle (Calvin cycle)	10,1	C00199	D-Ribulose 5-phosphate	C00117	D-Ribose 5-phosphate
phosphoribulokinase [EC:2.7.1.19] [RN:R01523]	K00855	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	0,0	C01182	D-Ribulose 1,5-bisphosphate	C00199	D-Ribulose 5-phosphate
ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	K01601	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	1,0	C00197	3-Phospho-D-glycerate	C01182,C00011	D-Ribulose 1,5-bisphosphate,CO2
ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	K01602	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	1,0	C00197	3-Phospho-D-glycerate	C01182,C00011	D-Ribulose 1,5-bisphosphate,CO2
phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	K00927	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	2,0	C00236	3-Phospho-D-glyceroyl phosphate	C00197	3-Phospho-D-glycerate
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	K05298	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	3,0	C00118	D-Glyceraldehyde 3-phosphate	C00236	3-Phospho-D-glyceroyl phosphate
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	K00150	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	3,1	C00118	D-Glyceraldehyde 3-phosphate	C00236	3-Phospho-D-glyceroyl phosphate
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	K00134	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	3,2	C00118	D-Glyceraldehyde 3-phosphate	C00236	3-Phospho-D-glyceroyl phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01623	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	0,0	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01624	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	0,1	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K03841	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	1,0	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K02446	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	1,1	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K11532	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	1,2	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K01086	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	1,3	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K04041	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	1,4	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
transketolase [EC:2.2.1.1] [RN:R01067 R01641]	K00615	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	2,0	C00117	D-Ribose 5-phosphate	C05382	Sedoheptulose 7-phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01623	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	3,0	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	K01624	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	3,1	C00447	Sedoheptulose 1,7-bisphosphate	C00279	D-Erythrose 4-phosphate
sedoheptulose-bisphosphatase [EC:3.1.3.37] [RN:R01845]	K01100	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	4,0	C05382	Sedoheptulose 7-phosphate	C00447	Sedoheptulose 1,7-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K11532	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	4,1	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	K01086	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	4,2	C00085	D-Fructose 6-phosphate	C00354	D-Fructose 1,6-bisphosphate
transketolase [EC:2.2.1.1] [RN:R01067 R01641]	K00615	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	5,0	C00117	D-Ribose 5-phosphate	C05382	Sedoheptulose 7-phosphate
ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	K01807	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	6,0	C00199	D-Ribulose 5-phosphate	C00117	D-Ribose 5-phosphate
ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	K01808	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	6,1	C00199	D-Ribulose 5-phosphate	C00117	D-Ribose 5-phosphate
phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	K01595	M00168	CAM (Crassulacean acid metabolism), dark	0,0	C00036	Oxaloacetate	C00074,C00011	Phosphoenolpyruvate,CO2
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00025	M00168	CAM (Crassulacean acid metabolism), dark	1,0	C00149	(S)-Malate	C00036	Oxaloacetate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00026	M00168	CAM (Crassulacean acid metabolism), dark	1,1	C00149	(S)-Malate	C00036	Oxaloacetate
malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	K00024	M00168	CAM (Crassulacean acid metabolism), dark	1,2	C00149	(S)-Malate	C00036	Oxaloacetate
malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40] [RN:R00216]	K00029	M00169	CAM (Crassulacean acid metabolism), light	0,0	C00022,C00011	Pyruvate,CO2	C00149	(S)-Malate
pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]	K01006	M00169	CAM (Crassulacean acid metabolism), light	1,0	C00074	Phosphoenolpyruvate	C00022	Pyruvate
phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	K01595	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	0,0	C00036	Oxaloacetate	C00074	Phosphoenolpyruvate
aspartate aminotransferase [EC:2.6.1.1] [RN:R00355]	K14454	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	1,0	C00036	Oxaloacetate	C00049	L-Aspartate
aspartate aminotransferase, mitochondrial [EC:2.6.1.1] [RN:R00355]	K14455	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	2,0	C00036	Oxaloacetate	C00049	L-Aspartate
phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] [RN:R00341]	K01610	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	3,0	C00074,C00011	Phosphoenolpyruvate,CO2	C00036	Oxaloacetate
phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	K01595	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	0,0	C00036	Oxaloacetate	C00074	Phosphoenolpyruvate
aspartate aminotransferase [EC:2.6.1.1] [RN:R00355]	K14454	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	1,0	C00036	Oxaloacetate	C00049	L-Aspartate
