gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	potential_amg
CBM3	CBM3 Modules of approx. 150 residues found in bacterial enzymes. The cellulose-binding function has been demonstrated in many cases. In one instance binding to chitin has been reported.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM40	CBM40 Modules of approx. 200 residues, found at the N-terminus of GH33 sialidases. Can also be found inserted in the beta-propeller of GH33 sialidases. The sialic acid binding function has been demonstrated for the N-terminal CBM40 of Vibrio cholerae sialidase (Moustafa et al. (2004) J Biol Chem 279:40819-26) (PMID: 15226294).	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM41	CBM41 Modules of approx. 100 residues found in primarily in bacterial pullulanases. The N-terminal module from Thermotoga maritima Pul13 has been shown to bind to the alpha-glucans amylose, amylopectin, pullulan, and oligosaccharide fragments derived from these polysaccharides (Lammerts van Bueren et al. (2004) Biochemistry 43:15633-42) (PMID: 15581376).	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM42	CBM42 Modules of approx. 160 residues found mostly at the C-terminus of GH54 catalytic domains. Binding to arabinofuranose (present in arabinoxylan) has been demonstrated.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM43	CBM43 Modules of approx. 90-100 residues found at the C-terminus of GH17 or GH72 enzymatic modules and also sometimes isolated. CBM43 modules sometimes carry a C-terminal membrane anchor. The beta-1,3-glucan binding function has been demonstrated with the olive pollen protein Ole e 10.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM44	CBM44 The C-terminal CBM44 module of the Clostridium thermocellum enzyme has been demonstrated to bind equally well cellulose and xyloglucan	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM45	CBM45 Modules of approx. 100 residues, found at the N-terminus of plastidial alpha-amylases and of alpha-glucan, water dikinases. Starch-binding activity demonstrated in the case of potato alpha-glucan, water dikinase.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM46	CBM46 Modules of approx. 100 residues, found at the C-terminus of several GH5 cellulases. Cellulose-binding function demonstrated in one case.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM47	CBM47 Modules of approx 150 residues. Fucose-binding activity demonstrated	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM48	CBM48 Modules of approx. 100 residues with glycogen-binding function, appended to GH13 modules. Also found in the beta subunit (glycogen-binding) of AMP-activated protein kinases (AMPK)	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM49	CBM49 Modules of approx. 100 residues found at the C-terminus of plant GH9 enzymes. Distantly related to CBM2 modules. Binding to crystalline cellulose demonstrated in the case of Solanum lycopersicum Cel8 enzyme (SlCel9C1).	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM4	CBM4 Modules of approx. 150 residues found in bacterial enzymes. Binding of these modules has been demonstrated with xylan, beta-1,3-glucan, beta-1,3-1,4-glucan, beta-1,6-glucan and amorphous cellulose but not with crystalline cellulose.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM50	CBM50 Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.	Carbohydrate-Binding Modules	carbon utilization	CAZY		FALSE
CBM51	CBM51 Modules of approx. 150 residues found attached to various enzymes from families GH2, GH27, GH31, GH95, GH98 and GH101 . Binding to galactose and to blood group A/B-antigens demonstrated in the case of C. perfringens GH95CBM51 and GH98CBM51 respectively [Gregg KJ et al. (2008) J. Biol. Chem. 283:12604-13 PMID: 18292090].	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM52	CBM52 Modules of approx. 60 residues attached to a few GH81 enzymes but present in other proteins. Binding to beta-1,3-glucan demonstrated for Schizosaccharomyces pombe 972h- endo-1,3-beta-glucanase Eng1 [Martin-Quadrado et al., Mol. Microbiol. (2008) 69:188-200 PMID:18466295]	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM53	CBM53 Starch-binding function demonstrated by Valdez et al. (2008) [PMID: 18260645]	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM54	CBM54 Binding to xylan, yeast cell wall glucan and chitin shown in Dvortsov et al., Microbiology UK (2009) in press.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM55	CBM55 Binding to chitin demonstrated in the case of the CBM55 of Entamoeba histolytica chitinase (Van Dellen et al. (2002) Infect Immun. 70:3259‚àö¬¢‚Äö√á¬®‚Äö√Ñ√∫3263; PMID: 12011021).	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM56	CBM56 beta-1,3-glucan binding function demonstrated by Yamamoto et al. (1998) FEBS Letters 433:41-43 [PMID: 9738929]	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM57	CBM57 Created from reading Schallus et al (2008) Mol Biol Cell. 19:3404-3414 [PMID: 18524852] and finding related domains attached to various glycosidases.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM58	CBM58 The CBM58 module of the Bacteroides thetaiotaomicron SusG protein has been shown to bind maltoheptaose	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM59	CBM59 Binding to mannan, xylan, and cellulose demonstrated for the CBM59 of ManF-X10 xylanase from an environmental genomic DNA library (Li et al. (2009) World Journal of Microbiology and Biotechnology 25:2071-2078; doi:10.1007/s11274-009-0111-6)	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM5	CBM5 Modules of approx. 60 residues found in bacterial enzymes. Chitin-binding described in several cases. Distantly related to the CBM12 family.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM60	CBM60 Modules of approx 120 residues usually found appended to xylanases. The xylan-binding function and the relatedness (circular permutation) to family CBM36 has been demonstrated [PMID: 20659893].	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM61	CBM61 Modules of approx. 150 residues found appended to GH16, GH30, GH31, GH43, GH53 and GH66 catalytic domains. A beta-1,4-galactan binding function has been demonstrated for the CBM61 of Thermotoga maritima GH53 galactanase [PMID: 20826814].	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM62	CBM62 The CBM62 module of Clostridium thermocellum Cthe_2193 protein binds galactose moieties found on xyloglucan, arabinogalactan and galactomannan.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM63	CBM63 The CBM63 module of Bacillus subtilis expansin EXLX1 has been shown to bind cellulose.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM64	CBM64 Module found at C-term of several Spirochaeta thermophila proteins. Binding to cellulose shown by Angelov, Loderer, Pompei Liebl (2011) AEM, 77:5483-5489 [PMID - 21685171]	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM65	CBM65 CBM65A and CBM65B, derived from Eubacterium cellulosolvens endoglucanase EcCel5A, bind to a range of beta-glucans but, uniquely, display significant preference for xyloglucan	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM66	CBM66 The CBM66 module, derived from the Bacillus subtilis exo-acting beta-fructosidase SacC, targets the terminal fructoside residue of fructans.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM67	CBM67 Fujimoto et al. [PMID : 23486481] disclosed the L-rhamnose binding activity and 3-D structure of the CBM67 of Streptomyces avermitilis alpha-L-rhamnosidase (SaRha78A);	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM68	CBM68 Binding to maltotriose and maltotetraose shown for the pullulanase of Anoxybacillus sp. LM18-11. Binding function derived from crystal structure and deletion of the CBM, which showed reduced specific activity and increased Km value compared to the wild type enzyme.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM69	CBM69 starch-binding function demonstrated in one case; distantly related to families CBM20 and CBM48	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM6	CBM6 Modules of approx. 120 residues. The cellulose-binding function has been demonstrated in one case on amorphous cellulose and beta-1,4-xylan. Some of these modules also bind beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM70	CBM70 The hyaluronan-specific binding function of the N-terminal CBM70 module of Streptococcus pneumoniae hyaluronate lyase has been demonstrated.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM71	CBM71 The two CBM71s of S. pneumoniae BgaA bind lactose and LacNAc.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM72	CBM72 Modules of 130-180 residues found at the C-terminus glycoside hydrolases from various families, sometimes as tandem repeats. The CBM72 found on an endoglucanase from an uncultivated microorganism was found to bind a broad spectrum of polysaccharides including soluble and insoluble cellulose, beta-1,3/1,4-mixed linked glucans, xylan, and beta-mannan [PMID=26765840].	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM73	CBM73 Modules of approx 65 residues found on various enzymes active of chitin. Chitin-binding function demonstrated for the Cellvibrio japonicus CjLPMO10A protein.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM74	CBM74 Modules of approx. 300 residues appended to several alpha-amylases. The starch-binding function has been demonstrated for the CBM74 appended to the GH13 alpha-amylase of Microbacterium aureum B8.A	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM75	CBM75 Modules of 290 residues appended to GH43_16 enzymes. So far found exclusively in Ruminococci. The xyloglucan-binding function was demonstrated for the R. flavefaciens protein.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM76	CBM76 Modules of approx. 170 residues appended to GH44 enzymes. So far found exclusively in Ruminococci. Broad specificity binding to beta-glucans demontsrated for the R. flavefaciens module, which binds xyloglucan, glucomannan, and barley beta-glucan.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM77	CBM77 Pectin binding modules of approx. 110 residues. The Ruminococcus flavefaciens CBM77 was shown to bind various pectins of low degree of esterification.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM78	CBM78 Modules of approx. 150 residues appended to the C-terminus of GH5 and GH26 enzymes. So far found exclusively in Ruminococcal enzymes. The R. flavefaciens module has been shown to bind decorated beta-1,4-glucans with a preference for xyloglucan.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM79	CBM79 Modules of approx. 130 residues found so far only in ruminococcal proteins. Binding to various beta-glucans was shown for the R. flavefaciens GH9 enzyme.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM7	CBM7 Deleted entry	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM80	CBM80 Modules of approx. 90 residues found so far only in ruminococcal enzymes of families GH5 or GH26. Broad specificity for beta-glycans (xyloglucan, glucomannan, galactomannan, barley beta-glucan).	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM81	CBM81 Small family of modules of approx. 100 residues, appended to GH5_2 enzymes. So far found exclusively in a few gammaproteobacteria. The CBM81 from an uncultivated species was shown to have binding affinity for beta-1,4-, beta-1,3,-glucans, xyloglucan, avicel and cellooligosaccharides.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM82	CBM82 The boundaries, structure and starch-binding function of the CBM82 module of Eubacterium rectale Amy13K have been reported by Cockburn and coworkers in Molec. Microbiol. (2017) (PMID=29139580)	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM83	CBM83 The boundaries, structure and starch-binding function of the CBM83 module of Eubacterium rectale Amy13K have been reported by Cockburn and coworkers in Molec. Microbiol. (2017) (PMID=29139580)	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM84	CBM84 Modules of approx. 140 aminoacids appended to enzymes of different families of CAZymes. A xanthan-binding function was reported for the GH9 xanthanase of Paenibacillus nanensis by Moroz et al. ACS Catal., 2018, 8 (7), pp 6021-6034.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM85	CBM85	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM8	CBM8 The cellulose-binding module from a cellulase of the slime mold Dictyostelium discoideum has been experimentally shown to bind cellulose.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CBM9	CBM9 Modules of approx. 170 residues found so far only in xylanases. The cellulose-binding function has been demonstrated in one case.	Carbohydrate-Binding Modules	carbon utilization	CAZY		TRUE
CE0	CE0 See below.	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE10	CE10 arylesterase (EC 3.1.1.-); carboxyl esterase (EC 3.1.1.3); acetylcholinesterase (EC 3.1.1.7); cholinesterase (EC 3.1.1.8); sterol esterase (EC 3.1.1.13); brefeldin A esterase (EC 3.1.1.-).	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE11	CE11 UDP-3-0-acyl N-acetylglucosamine deacetylase (EC 3.5.1.108).	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE12	CE12 pectin acetylesterase (EC 3.1.1.-); rhamnogalacturonan acetylesterase (EC 3.1.1.-); acetyl xylan esterase (EC 3.1.1.72)	Carbohydrate Esterases	carbon utilization	CAZY	Pectin Oligo Cleavage	TRUE
CE13	CE13 pectin acetylesterase (EC 3.1.1.-)	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE14	CE14 N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase (EC 3.5.1.89); diacetylchitobiose deacetylase (EC 3.5.1.-); mycothiol S-conjugate amidase (EC 3.5.1.-)	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE15	CE15 4-O-methyl-glucuronoyl methylesterase (EC 3.1.1.-)	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE16	CE16 acetylesterase (EC 3.1.1.6) active on various carbohydrate acetyl esters	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE1	CE1 acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122)	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE2	CE2 acetyl xylan esterase (EC 3.1.1.72).	Carbohydrate Esterases	carbon utilization	CAZY	Beta-mannan Oligo Cleavage (Hemicellulose)	TRUE
CE3	CE3 acetyl xylan esterase (EC 3.1.1.72).	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE4	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).	Carbohydrate Esterases	carbon utilization	CAZY	Chitin Oligo Cleavage	TRUE
CE5	CE5 acetyl xylan esterase (EC 3.1.1.72); cutinase (EC 3.1.1.74)	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE6	CE6 acetyl xylan esterase (EC 3.1.1.72).	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE7	CE7 acetyl xylan esterase (EC 3.1.1.72); cephalosporin-C deacetylase (EC 3.1.1.41).	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
CE8	CE8 pectin methylesterase (EC 3.1.1.11).	Carbohydrate Esterases	carbon utilization	CAZY	Pectin Oligo Cleavage	TRUE
CE9	CE9 N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25); N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.80)	Carbohydrate Esterases	carbon utilization	CAZY		TRUE
GH0	GH0 Glycoside hydrolases not yet assigned to a family.	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH100	GH100 alkaline and neutral invertase (EC 3.2.1.26)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH101	GH101 endo-alpha-N-acetylgalactosaminidase (EC 3.2.1.97)	Glycoside Hydrolases	carbon utilization	CAZY	Mucin Backbone Cleavage	TRUE
GH102	GH102 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY		FALSE
GH103	GH103 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY		FALSE
GH104	GH104 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY		FALSE
GH105	GH105 unsaturated rhamnogalacturonyl hydrolase (EC 3.2.1.172); d-4,5-unsaturated beta-glucuronyl hydrolase (EC 3.2.1.-); d-4,5-unsaturated alpha-galacturonidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Pectin Oligo Cleavage	TRUE
GH106	GH106 alpha-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan alpha-L-rhamnohydrolase (EC 3.2.1.174)	Glycoside Hydrolases	carbon utilization	CAZY	Pectin Oligo Cleavage, Rhamnose Oligo cleavage	TRUE
GH107	GH107 sulfated fucan endo-1,4-fucanase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Fucose Oligo Cleavage	TRUE
GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	Glycoside Hydrolases	carbon utilization	CAZY		FALSE
GH109	GH109 alpha-N-acetylgalactosaminidase (EC 3.2.1.49)	Glycoside Hydrolases	carbon utilization	CAZY	Mucin Oligo Cleavage	TRUE
GH10	GH10 endo-1,4-beta-xylanase (EC 3.2.1.8); endo-1,3-beta-xylanase (EC 3.2.1.32); tomatinase (EC 3.2.1.-); xylan endotransglycosylase (EC 2.4.2.-); endo-beta-1,4-glucanase (EC 3.2.1.4)	Glycoside Hydrolases	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Xyloglucan Oligo Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose)	TRUE
GH110	GH110 alpha-galactosidase (EC 3.2.1.22); alpha-1,3-galactosidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Alpha-galactans Oligo Cleavage	TRUE
GH111	GH111 keratan sulfate hydrolase (endo-beta-N-acetylglucosaminidase) (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Sulf-Polysachharides Backbone Cleavage	TRUE
GH112	GH112 lacto-N-biose phosphorylase or galacto-N-biose phosphorylase (EC 2.4.1.211); D-galactosyl-beta-1,4-L-rhamnose phosphorylase (EC 2.4.1.247); galacto-N-biose/lacto-N-biose phosphorylase (EC 2.4.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Mucin Oligo Cleavage	TRUE
GH113	GH113 beta-mannanase (EC 3.2.1.78)	Glycoside Hydrolases	carbon utilization	CAZY	Beta-mannan Backbone Cleavage (Hemicellulose), Beta-mannan Oligo Cleavage (Hemicellulose)	TRUE
GH114	GH114 endo-alpha-1,4-polygalactosaminidase (EC 3.2.1.109)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH115	GH115 xylan alpha-1,2-glucuronidase (3.2.1.131); alpha-(4-O-methyl)-glucuronidase (3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Xylan Oligo Cleavage (Hemicellulose)	TRUE
GH116	GH116 beta-glucosidase (EC 3.2.1.21); beta-xylosidase (EC 3.2.1.37); acid beta-glucosidase/beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylglucosaminidase (EC 3.2.1.52)	Glycoside Hydrolases	carbon utilization	CAZY	Amorphous Cellulose Oligo Cleavage, Chitin Oligo Cleavage	TRUE
GH117	GH117 alpha-1,3-L-neoagarooligosaccharide hydrolase (EC 3.2.1.-); alpha-1,3-L-neoagarobiase / neoagarobiose hydrolase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Sulf-Polysachharides Oligo Cleavage	TRUE
GH118	GH118 beta-agarase (EC 3.2.1.81)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH119	GH119 alpha-amylase (EC 3.2.1.1)	Glycoside Hydrolases	carbon utilization	CAZY	Starch Backbone Cleavage	TRUE
GH11	GH11 endo-beta-1,4-xylanase (EC 3.2.1.8); endo-beta-1,3-xylanase (EC 3.2.1.32)	Glycoside Hydrolases	carbon utilization	CAZY	Xylan Backbone Cleavage (Hemicellulose)	TRUE
GH120	GH120 beta-xylosidase (EC 3.2.1.37)	Glycoside Hydrolases	carbon utilization	CAZY	Xylan Oligo Cleavage (Hemicellulose)	TRUE
GH121	GH121 beta-L-arabinobiosidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Arabinose Oligo cleavage	TRUE
GH122	GH122 alpha-glucosidase (EC 3.2.1.20)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH123	GH123 beta-N-acetylgalactosaminidase (EC 3.2.1.53); glycosphingolipid beta-N-acetylgalactosaminidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH124	GH124 endoglucanase (EC 3.2.1.4)	Glycoside Hydrolases	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage	TRUE
GH125	GH125 exo-alpha-1,6-mannosidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose)	TRUE
GH126	GH126 alpha-amylase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Starch Backbone Cleavage	TRUE
GH127	GH127 beta-L-arabinofuranosidase (EC 3.2.1.185); 3-C-carboxy-5-deoxy-L-xylose (aceric acid) hydrolase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Arabinose Oligo cleavage	TRUE
GH128	GH128 beta-1,3-glucanase (EC 3.2.1.39)	Glycoside Hydrolases	carbon utilization	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Rhamnose Oligo cleavage	TRUE
GH129	GH129 alpha-N-acetylgalactosaminidase (EC 3.2.1.49);	Glycoside Hydrolases	carbon utilization	CAZY	Mucin Oligo Cleavage	TRUE
GH12	GH12 endoglucanase (EC 3.2.1.4); xyloglucan hydrolase (EC 3.2.1.151); beta-1,3-1,4-glucanase (EC 3.2.1.73); xyloglucan endotransglycosylase (EC 2.4.1.207)	Glycoside Hydrolases	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)	TRUE
GH130	GH130 beta-1,4-mannosylglucose phosphorylase (EC 2.4.1.281); beta-1,4-mannooligosaccharide phosphorylase (EC 2.4.1.319); beta-1,4-mannosyl-N-acetyl-glucosamine phosphorylase (EC 2.4.1.320); beta-1,2-mannobiose phosphorylase (EC 2.4.1.-); beta-1,2-oligomannan phosphorylase (EC 2.4.1.-); beta-1,2-mannosidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Alpha-mannan Oligo Cleavage (Hemicellulose), Beta-mannan Oligo Cleavage (Hemicellulose)	TRUE
GH131	GH131 broad specificity exo-beta-1,3/1,6-glucanase with endo-beta-1,4-glucanase activity (EC 3.2.1.-);	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH132	GH132 Activity on beta-1,3-glucan (curdlan) shown for the Aspergillus fumigatus Sun4 protein; activity on laminarioligosaccharides shown for Aspergillus fumigatus Sun4 protein and Candida albicans Sun41 protein; transglycosylation activity reported in PMID 23508952.	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH133	GH133 amylo-alpha-1,6-glucosidase (EC 3.2.1.33);	Glycoside Hydrolases	carbon utilization	CAZY	Starch Oligo Cleavage	TRUE
GH134	GH134 endo-beta-1,4-mannanase (EC 3.2.1.78);	Glycoside Hydrolases	carbon utilization	CAZY	Beta-mannan Backbone Cleavage (Hemicellulose)	TRUE
GH135	GH135 alpha-1,4-galactosaminogalactan hydrolase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH136	GH136 lacto-N-biosidase (EC 3.2.1.140)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH137	GH137 beta-L-arabinofuranosidase (EC 3.2.1.185)	Glycoside Hydrolases	carbon utilization	CAZY	Arabinose Oligo cleavage	TRUE
GH138	GH138 alpha-galacturonidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Pectin Oligo Cleavage	TRUE
GH139	GH139 alpha-2-O-Me-L-fucosidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Pectin Oligo Cleavage, Fucose Oligo Cleavage	TRUE
GH13	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter	Glycoside Hydrolases	carbon utilization	CAZY	Starch Backbone Cleavage	TRUE
GH140	GH140 apiosidase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH141	GH141 alpha-L-fucosidase (EC 3.2.1.51); xylanase (EC 3.2.1.8)	Glycoside Hydrolases	carbon utilization	CAZY	Xylan Backbone Cleavage (Hemicellulose), Fucose Oligo Cleavage	TRUE
GH142	GH142 beta-L-arabinofuranosidase (EC 3.2.1.185)	Glycoside Hydrolases	carbon utilization	CAZY	Arabinose Oligo cleavage	TRUE
GH143	GH143 2-keto-3-deoxy-D-lyxo-heptulosaric acid hydrolase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Pectin Oligo Cleavage	TRUE
GH144	GH144 endo-beta-1,2-glucanase (EC 3.2.1.71); beta-1,2-glucooligosaccharide sophorohydrolase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY		TRUE
GH145	GH145 L-Rhalpha-alpha-1,4-GlcA alpha-L-rhamnohydrolase (EC 3.2.1.-)	Glycoside Hydrolases	carbon utilization	CAZY	Rhamnose Oligo cleavage	TRUE
GH146	GH146 beta-L-arabinofuranosidase (EC 3.2.1.185)	Glycoside Hydrolases	carbon utilization	CAZY	Arabinose Oligo cleavage	TRUE
GH147	GH147 beta-galactosidase (EC 3.2.1.23)	Glycoside Hydrolases	carbon utilization	CAZY	Beta-galactan (pectic galactan) Oligo Cleavage	TRUE
