gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
GT10	GT10 galactoside alpha-1,3/1,4-L-fucosyltransferase (EC 2.4.1.65); galactoside alpha-1,3-L-fucosyltransferase (EC 2.4.1.152); glycoprotein alpha-1,3-L-fucosyltransferase (EC 2.4.1.214)	GlycosylTransferases	ag	CAZY	
GT100	GT100 alpha-sialyltransferase (EC 2.4.99.-)	GlycosylTransferases	ag	CAZY	
GT101	GT101 glucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT102	GT102 dTDP-beta-L-Rhap : O-antigen-polysaccharide alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	GlycosylTransferases	ag	CAZY	
GT103	GT103 UDP-GlcpNAc: O-antigen-polysaccharide beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.56)	GlycosylTransferases	ag	CAZY	
GT104	GT104 dTDP-beta-L-Rhap : arginine alpha-L-rhamnosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT105	GT105 Dol-P-Man: protein alpha-mannosyltransferase (EC 2.4.1.109); Dol-P-Man:protein mannosyltransferase (EC 2.4.1.109)	GlycosylTransferases	ag	CAZY	
GT106	GT106 UDP-beta-L-rhamnose:rhamnogalacturonan I 4-alpha-rhamnosyltransferase (EC 2.4.1.351)	GlycosylTransferases	ag	CAZY	
GT107	GT107 CMP-beta-KDO: beta-2,4-KDO transferase (EC 2.4.99.-); CMP-beta-KDO: beta-2,7-KDO transferase (EC 2.4.99.-)	GlycosylTransferases	ag	CAZY	
GT108	GDP-alpha-D-Manp: beta-1,2-D-mannosyltransferase (EC 2.4.1.374)	GlycosylTransferases	ag	CAZY	
GT109	UDP-GalNAc: beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT11	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT110	galactoside alpha-1,3/1,4-L-fucosyltransferase (EC 2.4.1.65); galactoside alpha-1,3-L-fucosyltransferase (EC 2.4.1.152); glycoprotein alpha-1,3-L-fucosyltransferase (EC 2.4.1.214)	GlycosylTransferases	ag	CAZY	
GT111	UDP-Galf: beta-1,3-galactofuranosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT112	ADP-glyceromannoheptose: glycoprotein O-heptosyltransferase (EC 2.4.99.-)	GlycosylTransferases	ag	CAZY	
GT113	Glucosyltransferase (2.4.1.-); Hexosyltransferase (2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT114	beta-xylosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT115	UDP-GlcNAc: Dol-PP-GlcNAc beta-GlcNAc-transferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT12	GT12 [N-acetylneuraminyl]-galactosylglucosylceramide N-acetylgalactosaminyltransferase (EC 2.4.1.92).	GlycosylTransferases	ag	CAZY	
GT13	GT13 alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase (EC 2.4.1.101)	GlycosylTransferases	ag	CAZY	
GT14	GT14 beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase (EC 2.4.1.102); N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase (EC 2.4.1.150); protein O-beta-xylosyltransferase (EC 2.4.2.26); UDP-GlcA:arabinogalactan beta-glucuronosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT15	GT15 glycolipid 2-alpha-mannosyltransferase (EC 2.4.1.131); GDP-Man: alpha-1,2-mannosyltransferase (EC 2.4.1.-).	GlycosylTransferases	ag	CAZY	
GT16	GT16 alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase (EC 2.4.1.143).	GlycosylTransferases	ag	CAZY	
GT17	GT17 beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.144).	GlycosylTransferases	ag	CAZY	
GT18	GT18 alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetyl-glucosaminyltransferase (EC 2.4.1.155).	GlycosylTransferases	ag	CAZY	
GT19	GT19 lipid-A-disaccharide synthase (EC 2.4.1.182).	GlycosylTransferases	ag	CAZY	
GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	GlycosylTransferases	ag	CAZY	
GT20	GT20 alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15); Glucosylglycerol-phosphate synthase (EC 2.4.1.213); trehalose-6-P phosphatase (EC 3.1.3.12); [retaining] GDP-valeniol: validamine 7-phosphate valeniolyltransferase (EC 2.-.-.-)	GlycosylTransferases	ag	CAZY	
GT21	GT21 UDP-Glc: ceramide beta-glucosyltransferase (EC 2.4.1.80).	GlycosylTransferases	ag	CAZY	
GT22	GT22 Dol-P-Man: Man6GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.259); Dol-P-Man: Man8GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.261); Dol-P-Man: Man2-GlcNAc-phosphatidylinositol alpha-1,2-mannosyltransferase (EC 2.4.1.-); Dol-P-Man: Man3-GlcNAc-phosphatidylinositol alpha-1,2-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT23	GT23 N-acetyl-beta-D-glucosaminide alpha-1,6-L-fucosyltransferase (EC 2.4.1.68); chitin-oligosaccharide alpha-1,6-L-fucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT24	GT24 UDP-Glc: glycoprotein alpha-glucosyltransferase (EC 2.4.1.-).	GlycosylTransferases	ag	CAZY	
GT25	GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)	GlycosylTransferases	ag	CAZY	
GT26	GT26 UDP-ManNAcA: beta-N-acetyl mannosaminuronyltransferase (EC 2.4.1.-); UDP-ManNAc: beta-N-acetyl-mannosaminyltransferase (EC 2.4.1.-); UDP-Glc: beta-1,4-glucosyltransferase (EC 2.4.1.-); beta-1,4-galactosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT27	GT27 polypeptide alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.41)	GlycosylTransferases	ag	CAZY	
GT28	GT28 1,2-diacylglycerol 3-beta-galactosyltransferase (EC 2.4.1.46); 1,2-diacylglycerol 3-beta-glucosyltransferase (EC 2.4.1.157); UDP-GlcNAc: Und-PP-MurAc-pentapeptide beta-N-acetylglucosaminyltransferase (EC 2.4.1.227); digalactosyldiacylglycerol synthase (EC 2.4.1.241)	GlycosylTransferases	ag	CAZY	
GT29	GT29 sialyltransferase (EC 2.4.99.-); beta-galactoside alpha-2,6-sialyltransferase (EC 2.4.99.1); alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (EC 2.4.99.3); beta-galactoside alpha-2,3-sialyltransferase (EC 2.4.99.4); N-acetyllactosaminide alpha-2,3-sialyltransferase (EC 2.4.99.6); (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase (EC 2.4.99.7); alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase (EC 2.4.99.8); lactosylceramide alpha-2,3-sialyltransferase (EC 2.4.99.9)	GlycosylTransferases	ag	CAZY	
GT3	GT3 glycogen synthase (EC 2.4.1.11).	GlycosylTransferases	ag	CAZY	
GT30	GT30 CMP-beta-KDO: alpha-3-deoxy-D-manno-octulosonic-acid (KDO) transferase (EC 2.4.99.-).	GlycosylTransferases	ag	CAZY	
GT31	GT31 N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.149); Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase (EC 2.4.1.122); fucose-specific beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.-); globotriosylceramide beta-1,3-GalNAc transferase (EC 2.4.1.79); chondroitin synthase (beta-1,3-GlcUA and beta-1,4-GalNAc transferase (EC 2.4.1.175); chondroitin beta-1,3-glucuronyltransferase (EC 2.4.1.226); chondroitin beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-); UDP-Gal: beta-galactosylxylosylprotein beta-1,3-galactosyltransferase (EC 2.4.1.134); UDP-GlcNAc: O-fucosylpeptide beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.222)	GlycosylTransferases	ag	CAZY	
GT32	GT32 alpha-1,6-mannosyltransferase (EC 2.4.1.-); alpha-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.-); alpha-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-); GDP-Man: inositol-phosphorylceramide transferase (EC 2.4.1.-); UDP-Gal: beta-galactoside alpha-1,4-galactosyltransferase (EC 2.4.1.-); UDP-Gal: lactose/N-acetyl-lactosamine alpha-1,4-galactosyltransferase (EC 2.4.1.-); UDP-Glc: protein alpha-glucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT33	GT33 GDP-Man: chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142).	GlycosylTransferases	ag	CAZY	
GT34	GT34 UDP-Gal: galactomannan alpha-1,6-galactosyltransferase (EC 2.4.1.-); UDP-Xyl: xyloglucan alpha-1,6-xylosyltransferase (EC 2.4.2.39); alpha-1,2-galactosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT35	GT35 glycogen or starch phosphorylase (EC 2.4.1.1).	GlycosylTransferases	ag	CAZY	
GT36	GT36 Deleted: now family GH94	GlycosylTransferases	ag	CAZY	
GT37	GT37 galactoside 2-L-fucosyltransferase (EC 2.4.1.69)	GlycosylTransferases	ag	CAZY	
GT38	GT38 polysialyltransferase (EC 2.4.-.-)	GlycosylTransferases	ag	CAZY	
GT39	GT39 Dol-P-Man: protein alpha-mannosyltransferase (EC 2.4.1.109)	GlycosylTransferases	ag	CAZY	
GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	GlycosylTransferases	ag	CAZY	
GT40	GT40 beta-1,3-galactofuranosyltransferases (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT41	GT41 UDP-GlcNAc: peptide beta-N-acetylglucosaminyltransferase (EC 2.4.1.255); UDP-Glc: peptide N-beta-glucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT42	GT42 CMP-NeuAc alpha-2,3-sialyltransferase (EC 2.4.99.-)	GlycosylTransferases	ag	CAZY	
GT43	GT43 beta-glucuronyltransferase (EC 2.4.1.135); UDP-Xyl: xylan beta-1,4-xylosyltransferase (EC 2.4.2.-)	GlycosylTransferases	ag	CAZY	
GT44	GT44 UDP-Glc: alpha-glucosyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-).	GlycosylTransferases	ag	CAZY	
GT45	GT45 alpha-N-acteylglucosaminyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT46	GT46 Deleted	GlycosylTransferases	ag	CAZY	
GT47	GT47 heparan beta-glucuronyltransferase (EC 2.4.1.225); xyloglucan beta-galactosyltransferase (EC 2.4.1.-); heparan synthase (EC 2.4.1.-); arabinan alpha-L-arabinosyltransferase (EC 2.4.2.-).	GlycosylTransferases	ag	CAZY	
GT48	GT48 1,3-beta-glucan synthase (EC 2.4.1.34)	GlycosylTransferases	ag	CAZY	
GT49	GT49 beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.-).	GlycosylTransferases	ag	CAZY	
GT5	GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT50	GT50 Dol-P-Man alpha-1,4-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT51	GT51 murein polymerase (EC 2.4.1.129).	GlycosylTransferases	ag	CAZY	
GT52	GT52 alpha-2,3-sialyltransferase (EC 2.4.99.4); alpha-glucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT53	GT53 UDP-L-Ara: alpha-L-arabinosyltransferase (EC 2.4.2.-)	GlycosylTransferases	ag	CAZY	
GT54	GT54 UDP-GlcNAc: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.145)	GlycosylTransferases	ag	CAZY	
GT55	GT55 GDP-Man: mannosyl-3-phosphoglycerate synthase (EC 2.4.1.217)	GlycosylTransferases	ag	CAZY	
GT56	GT56 TDP-Fuc4NAc: lipid II Fuc4NAc transferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT57	GT57 Dol-P-Glc: alpha-1,3-glucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT58	GT58 Dol-P-Man: Man5GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258)	GlycosylTransferases	ag	CAZY	
GT59	GT59 Dol-P-Glc: Glc2Man9GlcNAc2-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256)	GlycosylTransferases	ag	CAZY	
GT6	GT6 alpha-1,3-galactosyltransferase (EC 2.4.1.87); alpha-1,3 N-acetylgalactosaminyltransferase (EC 2.4.1.40); alpha-galactosyltransferase (EC 2.4.1.37); globoside alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.88).	GlycosylTransferases	ag	CAZY	
GT60	GT60 UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: hydroxyproline polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT61	GT61 beta-1,2-xylosyltransferase (EC 2.4.2.38) ; protein O-beta-N-acetylglucosaminyltransferase (EC 2.4.1.94) ; xylan alpha-1,3-arabinofuranosyltransferase (EC 2.4.2.-) ;	GlycosylTransferases	ag	CAZY	
GT62	GT62 alpha-1,2-mannosyltransferase (EC 2.4.1.-); alpha-1,6-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT63	GT63 UDP-Glc: DNA beta-glucosyltransferase (EC 2.4.1.27)	GlycosylTransferases	ag	CAZY	
GT64	GT64 UDP-GlcNAc: heparan alpha-N-acetylhexosaminyltransferase (EC 2.4.1.224)	GlycosylTransferases	ag	CAZY	
GT65	GT65 GDP-Fuc: protein O-alpha-fucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT66	GT66 dolichyl-diphosphooligosaccharide‚àö¬¢‚Äö√á¬®‚Äö√Ñ√πprotein glycotransferase (EC 2.4.99.18); undecaprenyl-diphosphooligosaccharide‚àö¬¢‚Äö√á¬®‚Äö√Ñ√πprotein glycotransferase (EC 2.4.99.19)	GlycosylTransferases	ag	CAZY	
GT67	GT67 UDP-Gal: phosphoglycan beta-1,3-galactosyltransferase 1 (SCG1) (EC 2.4.1.-); UDP-GlcNAc beta-1,2-N-acetylglucosaminyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT68	GT68 GDP-Fuc: protein O-alpha-fucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT69	GT69 GDP-Man: alpha-1,3-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT7	GT7 lactose synthase (EC 2.4.1.22); beta-N-acetylglucosaminyl-glycopeptide beta-1,4-galactosyltransferase (EC 2.4.1.38); N-acetyllactosamine synthase (EC 2.4.1.90); xylosylprotein beta-4-galactosyltransferase (EC 2.4.1.133); UDP-Gal: neolactotriaosylceramide beta-1,4-galactosyltransferase (EC 2.4.1.275); beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT70	GT70 UDP-GlcA: beta-glucuronosyltransferase (EC 2.4.1.17)	GlycosylTransferases	ag	CAZY	
GT71	GT71 alpha-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	GlycosylTransferases	ag	CAZY	
GT73	GT73 CMP-beta-KDO: alpha-3-deoxy-D-manno-octulosonic-acid (KDO) transferase (EC 2.4.99.-).	GlycosylTransferases	ag	CAZY	
GT74	GT74 alpha-1,2-L-fucosyltransferase (EC 2.4.1.69)	GlycosylTransferases	ag	CAZY	
GT75	GT75 UDP-Glc: self-glucosylating beta-glucosyltransferase (EC 2.4.1.-); UDP-L-arabinopyranose mutase (EC 5.4.99.-)	GlycosylTransferases	ag	CAZY	
GT76	GT76 Dol-P-Man: alpha-1,6-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT77	GT77 alpha-xylosyltransferase (EC 2.4.2.39); alpha-1,3-galactosyltransferase (EC 2.4.1.37); arabinosyltransferase (EC 2.4.2.-); arabinosyltransferase (EC 2.4.2.-)	GlycosylTransferases	ag	CAZY	
GT78	GT78 GDP-Man: alpha-mannosyltransferase (mannosylglycerate synthase) (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT79	GT79 GDP-D-Ara: phosphoglycan alpha-1,2-D-arabinopyranosyltransferase 1 (EC 2.4.2.-)	GlycosylTransferases	ag	CAZY	
GT8	GT8 lipopolysaccharide alpha-1,3-galactosyltransferase (EC 2.4.1.44); UDP-Glc: (glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.-); lipopolysaccharide glucosyltransferase 1 (EC 2.4.1.58); glycogenin glucosyltransferase (EC 2.4.1.186); inositol 1-alpha-galactosyltransferase (galactinol synthase) (EC 2.4.1.123); homogalacturonan alpha-1,4-galacturonosyltransferase (EC 2.4.1.43); UDP-GlcA: xylan alpha-glucuronyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT80	GT80 beta-galactoside alpha-2,6-sialyltransferase (EC 2.4.99.1); beta-galactoside alpha-2,3-sialyltransferase (EC 2.4.99.4)	GlycosylTransferases	ag	CAZY	
GT81	GT81 NDP-Glc: glucosyl-3-phosphoglycerate synthase (EC 2.4.1.-); NDP-Man: mannosyl-3-phosphoglycerate synthase (EC 2.4.1.-);	GlycosylTransferases	ag	CAZY	
GT82	GT82 UDP-GalNAc: beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT83	GT83 undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT84	GT84 cyclic beta-1,2-glucan synthase (EC 2.4.1.-);	GlycosylTransferases	ag	CAZY	
GT85	GT85 beta-D-arabinofuranosyl monophosphoryldecaprenol: galactan alpha-D-arabinofuranosyltransferase (EC 2.4.2.-)	GlycosylTransferases	ag	CAZY	
GT86	GT86 Deleted.	GlycosylTransferases	ag	CAZY	
GT87	GT87 polyprenol-P-Man: alpha-1,2-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT88	GT88 UDP-Glc: alpha-glucosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT89	GT89 beta-D-arabinofuranosyl-1-monophosphoryldecaprenol : arabinan beta-1,2-arabinofuranosyltransferase (EC 2.4.2.-)	GlycosylTransferases	ag	CAZY	
GT9	GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).	GlycosylTransferases	ag	CAZY	
GT90	GT90 UDP-Xyl: (mannosyl) glucuronoxylomannan/galactoxylomannan beta-1,2-xylosyltransferase (EC 2.4.2.-); UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-); UDP-Xyl: protein O-beta-xylosyltransferase (EC 2.4.2.-)	GlycosylTransferases	ag	CAZY	
GT91	GT91 beta-1,2-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT92	GT92 UDP-Gal: N-glycan core alpha-1,6-fucoside beta-1,4-galactosyltransferase (EC 2.4.1.-); UDP-Gal: beta-galactoside beta-1,4-galactosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT93	GT93 UDP-GluA : alpha-glucuronyltransferase (EC 2.4.1.-) involved in GAG polymerization	GlycosylTransferases	ag	CAZY	
GT94	GT94 GDP-Man: GlcA-beta-1,2-Man-alpha-1,3-Glc-beta-1,4-Glc-alpha-1-PP-undecaprenol beta-1,4-mannosyltransferase (2.4.1.251)	GlycosylTransferases	ag	CAZY	
GT95	GT95 UDP-beta-L-Araf:hydroxyproline beta-L-arabinofuranosyltransferase (EC 2.4.2.-);	GlycosylTransferases	ag	CAZY	
GT96	GT96 UDP-Gal: peptidyl serine alpha-galactosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT97	GT97 CMP-Neu5Ac:alpha-galactoside alpha-2,6-sialyltransferase (EC 2.4.99.-); CMP-Neu5Ac:alpha-glucoside alpha-2,6-sialyltransferase (EC 2.4.99.-);	GlycosylTransferases	ag	CAZY	
GT98	GT98 Dol-P-Man : protein [tryptophan] alpha-C-mannosyltransferase (EC 2.4.1.-)	GlycosylTransferases	ag	CAZY	
GT99	GT99 CMP-beta-KDO 3-deoxy-beta-D-manno-oct-2-ulosonic acid transferase (EC 2.4.99.-)	GlycosylTransferases	ag	CAZY	
PL0	PL0 Polysaccharide lyases not yet assigned to a family.	Polysaccharide Lyases	ag	CAZY	
PL14	PL14 alginate lyase (EC 4.2.2.3); exo-oligoalginate lyase (EC 4.2.2.26); beta-1,4-glucuronan lyase (EC 4.2.2.14)	Polysaccharide Lyases	ag	CAZY	
PL16	PL16 hyaluronan lyase (EC 4.2.2.1).	Polysaccharide Lyases	ag	CAZY	
PL17	PL17 alginate lyase (EC 4.2.2.3); oligoalginate lyase (EC 4.2.2.26)	Polysaccharide Lyases	ag	CAZY	
PL18	PL18 alginate lyase (EC 4.2.2.3); poly(alpha-L-guluronate) lyase / G-specific alginate lyase (EC 4.2.2.11); MG-specific alginate lyase (EC 4.2.2.-)	Polysaccharide Lyases	ag	CAZY	
PL19	PL19 Deleted: now family GH91	Polysaccharide Lyases	ag	CAZY	
PL20	PL20 endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)	Polysaccharide Lyases	ag	CAZY	
PL31	PL31 endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)	Polysaccharide Lyases	ag	CAZY	
PL32	PL32 poly(beta-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3)	Polysaccharide Lyases	ag	CAZY	
PL34	PL34 alginate lyase (EC 4.2.2.-)	Polysaccharide Lyases	ag	CAZY	
PL35	PL35 chondroitin lyase / chondroitinase (EC 4.2.2.-); chondroitin AC lyase (EC 4.2.2.5)	Polysaccharide Lyases	ag	CAZY	
PL36	PL36 poly(beta-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3)	Polysaccharide Lyases	ag	CAZY	
PL38	endo-_-1,4-glucuronan lyase (EC 4.2.2.14)	Polysaccharide Lyases	ag	CAZY	
PL39	alginate lyase (EC 4.2.2.-)	Polysaccharide Lyases	ag	CAZY	
PL40	ulvan lyase (EC 4.2.2.-)	Polysaccharide Lyases	ag	CAZY	
PL41	alginate lyase (EC 4.2.2.3)	Polysaccharide Lyases	ag	CAZY	
PL42	L-rhamnose-_-1,4-D-glucuronate lyase (EC 4.2.2.-); L-Rh_-_-1,4-GlcA _-L-rhamnohydrolase (EC 3.2.1.-)	Polysaccharide Lyases	ag	CAZY	
PL5	PL5 alginate lyase (EC 4.2.2.3).	Polysaccharide Lyases	ag	CAZY	
PL7	PL7 poly(beta-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3); alpha-L-guluronate lyase / G-specific alginate lyase (EC 4.2.2.11); poly-(MG)-lyase / MG-specific alginate lyase (EC 4.2.2.-); endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)	Polysaccharide Lyases	ag	CAZY	
