gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	potential_amg
K01549	TIM11; F-type H+-transporting ATP synthase subunit e	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02130	ATPeF0F; F-type H+-transporting ATPase subunit f	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02139	ATPeFF; F-type H+-transporting ATPase subunit f	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02140	ATPeFG; F-type H+-transporting ATPase subunit g	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02141	ATPeFH; F-type H+-transporting ATPase subunit h	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02131	ATPeF0F6; F-type H+-transporting ATPase subunit 6	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02142	ATPeFJ; F-type H+-transporting ATPase subunit j	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02143	ATPeFK; F-type H+-transporting ATPase subunit k	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02125	ATPeF08; F-type H+-transporting ATPase subunit 8	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02145	ATPeV1A; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02147	ATPeV1B; V-type H+-transporting ATPase subunit B	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02148	ATPeV1C; V-type H+-transporting ATPase subunit C	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02149	ATPeV1D; V-type H+-transporting ATPase subunit D	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02150	ATPeV1E; V-type H+-transporting ATPase subunit E	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02151	ATPeV1F; V-type H+-transporting ATPase subunit F	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02152	ATPeV1G; V-type H+-transporting ATPase subunit G	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02144	ATPeV1H; V-type H+-transporting ATPase subunit H	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02154	ATPeV0A; V-type H+-transporting ATPase subunit a	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K03661	ATPeV0B; V-type H+-transporting ATPase 21kDa proteolipid subunit	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02155	ATPeV0C; V-type H+-transporting ATPase 16kDa proteolipid subunit	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02146	ATPeV0D; V-type H+-transporting ATPase subunit d	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02153	ATPeV0E; V-type H+-transporting ATPase subunit e	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K03662	ATPeVS1; V-type H+-transporting ATPase S1 subunit	V-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K16954	mtsA; methylthiol:coenzyme M methyltransferase [EC:2.1.1.251]	Methanogenesis, methanethiol => methane	Energy	C1-methane		TRUE
K14080	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246] [RN:R09098]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K04480	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90] [RN:R09098]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K14081	methanol corrinoid protein [RN:R09098]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K00399	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K00401	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K00402	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K22480	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K22481	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K22482	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K03388	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K03389	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K03390	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K08264	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K08265	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K14127	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K14126	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K14128	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K22516	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K00125	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	Methanogenesis, methanol => methane	Energy	C1-methane		TRUE
K00925	acetate kinase [EC:2.7.2.1] [RN:R00315]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00625	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K13788	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K01895	acetyl-CoA synthetase [EC:6.2.1.1] [RN:R00235]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00193	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00197	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00194	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00577	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00578	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00579	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00580	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00581	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00582	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00583	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00584	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00399	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00401	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00402	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K22480	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K22481	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K22482	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K03388	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K03389	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K03390	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K08264	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K08265	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K14127	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K14126	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K14128	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K22516	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K00125	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	Methanogenesis, acetate => methane	Energy	C1-methane		TRUE
K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247] [RN:R09998]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K16177	mtmC; monomethylamine corrinoid protein [RN:R09998]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K16176	mtmB; methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248] [RN:R09998]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K16179	mtbC; dimethylamine corrinoid protein [RN:R09999]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K16178	mtbB; dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249] [RN:R09999]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K14084	mttC; trimethylamine corrinoid protein [RN:R09124]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K14083	mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250] [RN:R09124]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K00399	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K00401	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K00402	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K22480	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K22481	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K22482	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K03388	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K03389	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K03390	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K08264	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K08265	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K14127	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K14126	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K14128	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K22516	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K00125	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Energy	C1-methane		TRUE
K00200	formylmethanofuran dehydrogenase [EC:1.2.99.5] [RN:R03015]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00201	formylmethanofuran dehydrogenase [EC:1.2.99.5] [RN:R03015]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00202	formylmethanofuran dehydrogenase [EC:1.2.99.5] [RN:R03015]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00203	formylmethanofuran dehydrogenase [EC:1.2.99.5] [RN:R03015]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K11261	formylmethanofuran dehydrogenase [EC:1.2.99.5] [RN:R03015]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00205	4Fe-4S ferredoxin	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K11260	4Fe-4S ferredoxin	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00204	4Fe-4S ferredoxin	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00672	formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101] [RN:R03390]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K01499	methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] [RN:R03464]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00319	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.99.9] [RN:R04456]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K13942	5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2] [RN:R04455]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00320	coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase [EC:1.5.99.11] [RN:R04464]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00577	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00578	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00579	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00580	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00581	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00582	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00583	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00584	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00399	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00401	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00402	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K22480	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K22481	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K22482	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K03388	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K03389	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K03390	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K08264	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K08265	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K14127	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K14126	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K14128	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K22516	formate dehydrogenase (coenzyme F420) [EC1.8.98.6] [RN:R11944]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K00125	formate dehydrogenase (coenzyme F420) [EC1.8.98.6] [RN:R11944]	Methanogenesis, CO2 => methane	Energy	C1-methane		TRUE
K07811	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	TMAO	Energy	C1		TRUE
K00855	phosphoribulokinase [EC:2.7.1.19] [RN:R01523]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01601	ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01602	ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K05298	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K00150	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01624	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K03841	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K02446	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K11532	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01086	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K04041	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01100	sedoheptulose-bisphosphatase [EC:3.1.3.37] [RN:R01845]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01807	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		TRUE
K00855	phosphoribulokinase [EC:2.7.1.19] [RN:R01523]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		TRUE
K01601	ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		TRUE
K01602	ribulose-bisphosphate carboxylase [EC:4.1.1.39] [RN:R00024]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		TRUE
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		TRUE
K05298	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		TRUE
K00150	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		TRUE
K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		TRUE
K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K01624	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K03841	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K02446	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K11532	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K01086	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K04041	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K01100	sedoheptulose-bisphosphatase [EC:3.1.3.37] [RN:R01845]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K01807	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		TRUE
K00169	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00170	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00171	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00172	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] [RN:R01196 R10866]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01007	pyruvate,water dikinase [EC:2.7.9.2] [RN:R00199]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01006	pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
